timestamp,hub_cpu,hub_ram,hub_disk,hub_net_in,label,it_bandwidth,it_backbone_latency,it_server_resp_time,iot_sensor_temp,iot_ingestion_delay,iot_pdr,fin_trans_vol,fin_db_query_duration,fin_api_handshake
2026-01-01 00:00:00,32.483570765056164,54.47117932808809,107.60684933287874,444.29593208834564,0,996.6974736280439,9.194040884271203,25.34305642119385,24.551518088903627,7.8199961129984255,98.34363794274492,51.741431238334094,53.789826330155456,17.576983557045732
2026-01-01 00:00:01,29.308678494144075,55.42817968668226,114.3423043576812,468.4534583131105,0,949.6349739624403,9.090802311067957,17.965509508149978,24.57833056269084,7.7367698172557935,98.6127018448545,51.41661796267833,59.1165470225431,17.21706838327571
2026-01-01 00:00:02,33.23844269050346,54.27042877510081,116.7993900656962,452.8969908212878,0,982.7625042546338,9.388385342530375,22.639786964446458,29.47085486951392,7.383806746251631,98.26894222736678,45.31740077097254,63.10231226293518,19.74925020142328
2026-01-01 00:00:03,37.61514928204013,56.59914526749091,123.53387809945413,472.6002090629431,0,1071.4731727517699,10.752690439252138,24.962739666053384,26.618621807862603,7.945444328372722,98.17827870507853,52.89792110881869,61.89247357136095,20.625928592064014
2026-01-01 00:00:04,28.829233126383322,50.08500262441531,100.7460329303834,489.2924844644406,0,1127.7856655030514,10.521563500419411,21.563510567352594,29.961301835024287,7.208728379409994,98.48358283993632,42.54958662211691,57.991974204294664,16.954040854228168
2026-01-01 00:00:05,28.8293152152541,56.40574416516964,120.34033034610036,541.8577243165693,0,1057.0487330863573,8.55335512514691,21.892718198257803,24.006073734158996,8.926248706495814,98.58594538677536,46.729078371198355,59.213446954765956,17.213937089085707
2026-01-01 00:00:06,37.896064077536955,57.58282924159406,91.90411572274073,483.94204806471487,0,1010.1723208471769,11.685230109398956,26.37930527063377,24.830066806223705,6.353195974538897,98.27730150868612,40.00456093551096,53.22592134665882,19.93212922725784
2026-01-01 00:00:07,33.837173645764544,54.31616883594834,110.61974129924417,420.7187146615204,0,1149.8011770304427,9.293903974517795,23.46405458021512,22.335748469446706,7.933380786725908,98.40638294175987,57.793132584814074,60.96542040148847,18.91723735771885
2026-01-01 00:00:08,27.65262807032524,57.50826261936226,108.94357561064717,557.003392324758,0,968.7163526948477,8.3002669980519,20.324934663842736,23.380866395820856,7.283150555193979,98.66041006735247,48.84225253027352,60.148990511906675,18.441690912353447
2026-01-01 00:00:09,32.712800217929825,59.35527045646564,122.68966836967729,458.14549331924803,0,1103.0919338366907,10.725514651032688,22.269941397852538,28.803826297325003,8.189717796426931,98.22754108672865,60.83442017408156,58.787726787551776,19.16788131664604
2026-01-01 00:00:10,27.682911535937688,50.71390271408061,114.06776429473753,497.06397864476855,0,971.1937201648722,10.07437310839827,19.850133010298364,23.95593142031649,8.461086589368673,98.5257400601502,54.01474963259747,55.62520092468333,17.52755899184969
2026-01-01 00:00:11,27.671351232148716,53.2460959107311,99.78004507751149,522.3268253470355,0,1043.1022958010892,10.00211262158496,22.643627141513218,28.838562600288917,7.371148544585791,98.45404629716035,52.24049106675512,60.623581511893875,18.09710504820506
